id,slug,question,endDate,resolutionSource,resolvedOutcome,closed,active,archived,restricted,resolvedBy,category,volumeNum,liquidityNum,tags
613036,jef-quarterly-earnings-gaap-eps-2025-09-29-0pt8,Will Jefferies (JEF) beat quarterly earnings?,2025-09-29T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,45005.464553,,"earnings,economy,finance"
614619,ccl-quarterly-earnings-nongaap-eps-2025-09-29-1pt32,Will Carnival Corporation (CCL) beat quarterly earnings?,2025-09-29T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12102.393893,,"earnings,economy,finance"
614635,unfi-quarterly-earnings-nongaap-eps-2025-09-30-neg0pt18,Will United Natural Foods (UNFI) beat quarterly earnings?,2025-09-30T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10879.427314,,"earnings,economy,finance"
614632,lw-quarterly-earnings-nongaap-eps-2025-09-30-0pt53,Will Lamb Weston Holdings (LW) beat quarterly earnings?,2025-09-30T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,6483.689158,,"earnings,economy,finance"
613037,nke-quarterly-earnings-gaap-eps-2025-09-30-0pt27,Will NIKE (NKE) beat quarterly earnings?,2025-09-30T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,159213.625713,,"earnings,economy,finance"
614636,stz-quarterly-earnings-nongaap-eps-2025-10-06-3pt44,Will Constellation Brands (STZ) beat quarterly earnings?,2025-10-06T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,28275.424567,,"earnings,economy,finance"
619853,peng-quarterly-earnings-nongaap-eps-2025-10-07-0pt37,Will Penguin Solutions (PENG) beat quarterly earnings?,2025-10-07T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,6272.205259,,"earnings,economy,finance"
614637,mkc-quarterly-earnings-nongaap-eps-2025-10-07-0pt82,Will McCormick & Company (MKC) beat quarterly earnings?,2025-10-07T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10219.254055,,"earnings,economy,finance"
619983,rgp-quarterly-earnings-nongaap-eps-2025-10-08-neg0pt10,Will Resources Connection (RGP) beat quarterly earnings?,2025-10-08T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4974.09297,,"earnings,economy,finance"
619980,rell-quarterly-earnings-nongaap-eps-2025-10-08-neg0pt01,Will Richardson Electronics (RELL) beat quarterly earnings?,2025-10-08T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,22033.366218,,"earnings,economy,finance"
619857,azz-quarterly-earnings-nongaap-eps-2025-10-08-1pt57,Will AZZ (AZZ) beat quarterly earnings?,2025-10-08T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7149.079433,,"earnings,economy,finance"
613049,levi-quarterly-earnings-nongaap-eps-2025-10-09-0pt30,Will Levi Strauss & Co. (LEVI) beat quarterly earnings?,2025-10-09T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,50505.336193,,"earnings,economy,finance"
620021,hele-quarterly-earnings-nongaap-eps-2025-10-09-0pt52,Will Helen of Troy (HELE) beat quarterly earnings?,2025-10-09T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,63372.762324,,"earnings,economy,finance"
619984,apld-quarterly-earnings-nongaap-eps-2025-10-09-neg0pt16,Will Applied Digital (APLD) beat quarterly earnings?,2025-10-09T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,9270.325321,,"earnings,economy,finance"
620023,neog-quarterly-earnings-nongaap-eps-2025-10-09-0pt04,Will Neogen (NEOG) beat quarterly earnings?,2025-10-09T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,18819.863416,,"earnings,economy,finance"
613050,pep-quarterly-earnings-nongaap-eps-2025-10-09-2pt26,Will PepsiCo (PEP) beat quarterly earnings?,2025-10-09T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,36990.499959,,"earnings,economy,finance"
613051,dal-quarterly-earnings-nongaap-eps-2025-10-09-1pt52,Will Delta Air Lines (DAL) beat quarterly earnings?,2025-10-09T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,32169.421752,,"earnings,economy,finance"
620032,nrix-quarterly-earnings-gaap-eps-2025-10-9-neg0pt85,Will Nurix Therapeutics (NRIX) beat quarterly earnings?,2025-10-09T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4947.955613,,"earnings,economy,finance"
620038,byrn-quarterly-earnings-gaap-eps-2025-10-09-0pt06,Will Byrna Technologies (BYRN) beat quarterly earnings?,2025-10-09T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12833.139842,,"earnings,economy,finance"
619852,unty-quarterly-earnings-gaap-eps-2025-10-10-1pt29,Will Unity Bancorp (UNTY) beat quarterly earnings?,2025-10-10T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7434.126077,,"earnings,economy,finance"
620048,fast-quarterly-earnings-gaap-eps-2025-10-13-0pt30,Will Fastenal (FAST) beat quarterly earnings?,2025-10-13T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,15797.541849,,"earnings,economy,finance"
613057,c-quarterly-earnings-gaap-eps-2025-10-14-1pt90,Will Citigroup (C) beat quarterly earnings?,2025-10-14T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,66332.438147,,"earnings,economy,finance"
619556,blk-quarterly-earnings-nongaap-eps-2025-10-14-11pt76,Will BlackRock (BLK) beat quarterly earnings?,2025-10-14T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,48009.316079,,"earnings,economy,finance"
613056,gs-quarterly-earnings-gaap-eps-2025-10-14-10pt47,Will Goldman Sachs (GS) beat quarterly earnings?,2025-10-14T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,23143.120101,,"earnings,economy,finance"
613052,jpm-quarterly-earnings-gaap-eps-2025-10-14-4pt72,Will JPMorgan Chase (JPM) beat quarterly earnings?,2025-10-14T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,30839.269081,,"earnings,economy,finance"
613066,dpz-quarterly-earnings-gaap-eps-2025-10-14-3pt96,Will Domino’s Pizza (DPZ) beat quarterly earnings?,2025-10-14T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,14654.896339,,"earnings,economy,finance"
613067,jnj-quarterly-earnings-nongaap-eps-2025-10-14-2pt75,Will Johnson & Johnson (JNJ) beat quarterly earnings?,2025-10-14T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,67936.535453,,"earnings,economy,finance"
613055,wfc-quarterly-earnings-gaap-eps-2025-10-14-1pt53,Will Wells Fargo (WFC) beat quarterly earnings?,2025-10-14T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,22929.613627,,"earnings,economy,finance"
614644,abt-quarterly-earnings-nongaap-eps-2025-10-15-1pt30,Will Abbott Laboratories (ABT) beat quarterly earnings?,2025-10-15T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,26893.832044,,"earnings,economy,finance"
614613,bac-quarterly-earnings-gaap-eps-2025-10-15-0pt93,Will Bank of America (BAC) beat quarterly earnings?,2025-10-15T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,44878.391794,,"earnings,economy,finance"
614639,cfg-quarterly-earnings-gaap-eps-2025-10-15-1pt03,Will Citizens Financial Group (CFG) beat quarterly earnings?,2025-10-15T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12035.198598,,"earnings,economy,finance"
614614,ms-quarterly-earnings-gaap-eps-2025-10-15-2pt06,Will Morgan Stanley (MS) beat quarterly earnings?,2025-10-15T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,21395.696932,,"earnings,economy,finance"
620069,gbci-quarterly-earnings-gaap-eps-2025-10-16-0pt61,Will Glacier Bancorp (GBCI) beat quarterly earnings?,2025-10-16T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,39335.776905,,"earnings,economy,finance"
614616,schw-quarterly-earnings-nongaap-eps-2025-10-16-1pt21,Will Charles Schwab (SCHW) beat quarterly earnings?,2025-10-16T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,25032.048584,,"earnings,economy,finance"
619538,key-quarterly-earnings-gaap-eps-2025-10-16-0pt38,Will Key (KEY) beat quarterly earnings?,2025-10-16T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,9712.263924,,"earnings,economy,finance"
619549,usb-quarterly-earnings-gaap-eps-2025-10-16-1pt12,Will U.S. Bancorp (USB) beat quarterly earnings?,2025-10-16T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,8195.451807,,"earnings,economy,finance"
614609,ibkr-quarterly-earnings-nongaap-eps-2025-10-16-0pt51,Will Interactive Brokers Group (IBKR) beat quarterly earnings?,2025-10-16T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,27625.835218,,"earnings,economy,finance"
619465,bk-quarterly-earnings-gaap-eps-2025-10-16-1pt76,Will Bank of New York Mellon (BK) beat quarterly earnings?,2025-10-16T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4428.5395,,"earnings,economy,finance"
619557,tfc-quarterly-earnings-nongaap-eps-2025-10-17-0pt99,Will Truist Financial (TFC) beat quarterly earnings?,2025-10-17T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,3651.367172,,"earnings,economy,finance"
619541,stt-quarterly-earnings-gaap-eps-2025-10-17-2pt58,Will State Street (STT) beat quarterly earnings?,2025-10-17T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,14913.069103,,"earnings,economy,finance"
627451,axp-quarterly-earnings-gaap-eps-10-17-2025-4,Will American Express (AXP) beat quarterly earnings?,2025-10-17T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,22848.665874,,"earnings,economy,finance"
620052,sfbs-quarterly-earnings-nongaap-eps-2025-10-20-1pt34,Will ServisFirst Bancshares (SFBS) beat quarterly earnings?,2025-10-20T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,30151.521357,,"earnings,economy,finance"
619560,efx-quarterly-earnings-nongaap-eps-2025-10-21-1pt94,Will Equifax Inc. (EFX) beat quarterly earnings?,2025-10-21T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,11085.787306,,"earnings,economy,finance"
614638,omc-quarterly-earnings-nongaap-eps-2025-10-21-2pt17,Will Omnicom Group (OMC) beat quarterly earnings?,2025-10-21T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,17925.594766,,"earnings,economy,finance"
627752,mmm-quarterly-earnings-nongaap-eps-10-21-2025-2pt07,Will 3M (MMM) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10123.948917,,"earnings,economy,finance,hide-from-new"
627582,ko-quarterly-earnings-nongaap-eps-10-21-2025-0pt78,Will Coca-Cola (KO) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,53051.390997,,"earnings,economy,finance"
627587,gm-quarterly-earnings-nongaap-eps-10-21-2025-2pt31,Will General Motors (GM) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,25906.465997,,"earnings,economy,finance"
627639,hal-quarterly-earnings-gaap-eps-10-21-2025-0pt49,Will Halliburton (HAL) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,17587.869097,,"earnings,economy,finance"
627649,lmt-quarterly-earnings-gaap-eps-10-21-2025-6pt33,Will Lockheed Martin (LMT) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10232.42431,,"earnings,economy,finance"
627653,ndaq-quarterly-earnings-nongaap-eps-10-21-2025-0pt83,Will Nasdaq (NDAQ) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,13369.512604,,"earnings,economy,finance"
627657,noc-quarterly-earnings-gaap-eps-10-21-2025-6pt49,Will Northrop Grumman (NOC) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,13934.227456,,"earnings,economy,finance"
627658,pm-quarterly-earnings-nongaap-eps-10-21-2025-2pt1,Will Philip Morris International (PM) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7412.956971,,"earnings,economy,finance"
627659,phm-quarterly-earnings-gaap-eps-10-21-2025-3pt03,Will PulteGroup (PHM) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,37860.21061,,"earnings,economy,finance"
627660,dgx-quarterly-earnings-nongaap-eps-10-21-2025-2pt5,Will Quest Diagnostics (DGX) beat quarterly earnings?,2025-10-21T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,16135.064381,,"economy,earnings,finance"
627454,cb-quarterly-earnings-nongaap-eps-10-21-2025-5pt78,Will Chubb (CB) beat quarterly earnings?,2025-10-21T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,9549.515576,,"earnings,economy,finance"
627585,ewbc-quarterly-earnings-gaap-eps-10-21-2025-2pt34,Will East West Bancorp (EWBC) beat quarterly earnings?,2025-10-21T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,8739.858917,,"earnings,economy,finance"
627663,txn-quarterly-earnings-gaap-eps-10-21-2025-1pt49,Will Texas Instruments (TXN) beat quarterly earnings?,2025-10-21T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,44279.380126,,"earnings,economy,finance"
627652,mat-quarterly-earnings-nongaap-eps-10-21-2025-1pt07,Will Mattel (MAT) beat quarterly earnings?,2025-10-21T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,16978.539558,,"earnings,economy,finance"
627654,nflx-quarterly-earnings-nongaap-eps-10-21-2025-6pt95,Will Netflix (NFLX) beat quarterly earnings?,2025-10-21T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,64178.354417,,"earnings,economy,finance"
614615,tsla-quarterly-earnings-nongaap-eps-2025-10-22-0pt5,Will Tesla (TSLA) beat quarterly earnings?,2025-10-22T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,726860.842831,,"earnings,economy,finance,tesla"
614647,kmi-quarterly-earnings-nongaap-eps-2025-10-15-0pt3,Will Kinder Morgan (KMI) beat quarterly earnings?,2025-10-22T00:00:00Z,,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,21007.333399,,"earnings,economy,finance"
627673,t-quarterly-earnings-nongaap-eps-10-22-2025-0pt54,Will AT&T (T) beat quarterly earnings?,2025-10-22T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,16216.870468,,"earnings,economy,finance"
637819,ntrs-quarterly-earnings-gaap-eps-10-22-2025-2pt24,Will Northern Trust (NTRS) beat quarterly earnings?,2025-10-22T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,6183.432195,,"earnings,economy,hide-from-new"
627735,hlt-quarterly-earnings-nongaap-eps-10-22-2025-2pt05,Will Hilton Worldwide Holdings (HLT) beat quarterly earnings?,2025-10-22T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,18743.410468,,"economy,earnings,finance"
627694,cme-quarterly-earnings-nongaap-eps-10-22-2025-2pt65,Will CME Group (CME) beat quarterly earnings?,2025-10-22T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,36878.932262,,"earnings,economy,finance"
627671,mco-quarterly-earnings-nongaap-eps-10-22-2025-3pt52,Will Moody's (MCO) beat quarterly earnings?,2025-10-22T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,11960.056033,,"earnings,economy,finance"
637847,rjf-quarterly-earnings-nongaap-eps-10-22-2025-2pt83,Will Raymond James Financial (RJF) beat quarterly earnings?,2025-10-22T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4328.296563,,"earnings,economy,hide-from-new"
627695,chdn-quarterly-earnings-gaap-eps-10-22-2025-1,Will Churchill Downs (CHDN) beat quarterly earnings?,2025-10-22T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,8054.373985,,"earnings,economy,finance"
637848,seic-quarterly-earnings-gaap-eps-10-22-2025-1pt26,Will SEI Investments (SEIC) beat quarterly earnings?,2025-10-22T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,5879.68382,,"earnings,economy,hide-from-new"
627753,lvs-quarterly-earnings-nongaap-eps-10-22-2025-0pt61,Will Las Vegas Sands (LVS) beat quarterly earnings?,2025-10-22T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,3108.927988,,"earnings,economy,finance,hide-from-new"
637863,luv-quarterly-earnings-nongaap-eps-10-22-2025-neg0pt04,Will Southwest Airlines (LUV) beat quarterly earnings?,2025-10-22T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,11231.707235,,"earnings,economy,hide-from-new"
637859,wdfc-quarterly-earnings-gaap-eps-10-22-2025-1pt26,Will WD-40 Company (WDFC) beat quarterly earnings?,2025-10-22T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4096.275739,,"earnings,economy,hide-from-new"
627736,ibm-quarterly-earnings-nongaap-eps-10-22-2025-2pt44,Will International Business Machines (IBM) beat quarterly earnings?,2025-10-22T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,14891.286792,,"economy,earnings,finance"
637843,orly-quarterly-earnings-gaap-eps-10-22-2025-0pt83,Will O'Reilly Automotive (ORLY) beat quarterly earnings?,2025-10-22T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4925.434388,,"earnings,economy,hide-from-new"
637874,fcn-quarterly-earnings-gaap-eps-10-23-2025-1pt87,Will FTI Consulting (FCN) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,5149.514637,,"earnings,economy,hide-from-new"
637870,dow-quarterly-earnings-nongaap-eps-10-23-2025-neg0pt3,Will Dow (DOW) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,3608.299427,,"earnings,economy,hide-from-new"
